ID,Marca,Modelo,Categoria,Precio,Cantidad,Tienda
4113,HP,EliteBook 840,DiseÃ±o,11500.00,16,Lima Sur
4114,MSI,Modern 14,Oficina,10400.00,11,Surco
4115,HP,Envy 13,Home,13900.00,48,Los Olivos
4116,Dell,XPS 13,Empresarial,13700.00,9,Lima Este
4117,Asus,TUF F15,Home,5200.00,32,San Borja
4118,Dell,G15,EducaciÃ³n,2000.00,11,Lima Centro
4119,Lenovo,Legion 5,Empresarial,6300.00,33,Lima Norte
4120,Apple,MacBook Pro 14,DiseÃ±o,5400.00,5,San Borja
4121,Acer,Aspire 5,Oficina,8700.00,29,Miraflores
4122,Lenovo,IdeaPad 3,Home,8900.00,20,San Isidro
4123,Lenovo,ThinkPad E14,Oficina,4200.00,31,La Molina
4124,Lenovo,Yoga Slim 7,Gamer,6100.00,25,Lima Norte
4125,Acer,Predator Helios 300,Home,3400.00,14,Lima Norte
4126,MSI,Modern 14,DiseÃ±o,12500.00,47,Lima Este
4127,Lenovo,Legion 5,Oficina,3100.00,21,Surco
4128,Dell,G15,EducaciÃ³n,4200.00,40,San Isidro
4129,Dell,XPS 13,EducaciÃ³n,13800.00,19,Surco
4130,Dell,G15,Home,4000.00,45,Lima Sur
4131,HP,Victus 16,Home,7300.00,24,Lima Este
4132,HP,Envy 13,Empresarial,14700.00,48,San Isidro
4133,Dell,Latitude 5420,DiseÃ±o,10500.00,27,San Isidro
4134,Lenovo,Yoga Slim 7,Oficina,3800.00,5,Los Olivos
4135,Lenovo,ThinkPad E14,Gamer,2500.00,27,Los Olivos
4136,MSI,Katana GF66,Home,14000.00,26,Lima Sur
4137,Lenovo,Yoga Slim 7,Home,9000.00,33,Lima Sur
4138,Lenovo,IdeaPad 3,Empresarial,8900.00,39,Surco
4139,Lenovo,Yoga Slim 7,EducaciÃ³n,8700.00,20,San Isidro
4140,Dell,Inspiron 15,Oficina,11400.00,17,Lima Este
4141,Apple,MacBook Air M1,Empresarial,13500.00,34,Lima Este
4142,Asus,TUF F15,EducaciÃ³n,8000.00,33,San Borja
4143,MSI,Modern 14,Oficina,13900.00,39,Lima Centro
4144,MSI,Modern 14,DiseÃ±o,6300.00,16,San Isidro
4145,Acer,Aspire 5,Oficina,6500.00,8,Los Olivos
4146,HP,Envy 13,DiseÃ±o,4000.00,21,Miraflores
4147,Asus,TUF F15,Empresarial,6200.00,15,San Borja
4148,HP,Envy 13,Gamer,7500.00,39,Lima Este
4149,Apple,MacBook Pro 14,Gamer,7500.00,20,Lima Sur
4150,HP,EliteBook 840,Home,11500.00,43,Lima Este
4151,Lenovo,IdeaPad 3,Gamer,3300.00,5,San Borja
4152,Apple,MacBook Air M1,EducaciÃ³n,8300.00,37,San Isidro
4153,Apple,MacBook Air M1,DiseÃ±o,13700.00,31,Los Olivos
4154,Acer,Aspire 5,Home,3400.00,17,San Borja
4155,Lenovo,ThinkPad E14,DiseÃ±o,10000.00,27,Surco
4156,Apple,MacBook Pro 14,Oficina,7400.00,15,San Borja
4157,Lenovo,IdeaPad 3,Home,14800.00,25,Lima Este
4158,Apple,MacBook Pro 14,EducaciÃ³n,4200.00,24,Lima Sur
4159,MSI,Modern 14,Gamer,8200.00,47,Lima Centro
4160,HP,Envy 13,Gamer,14200.00,15,Los Olivos
4161,Asus,VivoBook 15,Oficina,13800.00,8,Lima Este
4162,Lenovo,ThinkPad E14,EducaciÃ³n,6600.00,1,Surco
4163,HP,Victus 16,Gamer,9200.00,32,La Molina
4164,MSI,Katana GF66,Oficina,3000.00,47,Los Olivos
4165,Asus,ROG Strix G15,Oficina,10900.00,14,San Isidro
4166,Asus,VivoBook 15,Oficina,7600.00,26,Lima Sur
4167,Dell,Latitude 5420,Empresarial,5700.00,17,Lima Sur
4168,MSI,Katana GF66,Gamer,2300.00,3,Surco
4169,MSI,Modern 14,Home,13300.00,22,La Molina
4170,MSI,GF63,Gamer,7700.00,32,Lima Centro
4171,Asus,ROG Strix G15,Empresarial,2600.00,47,San Isidro
4172,Acer,Predator Helios 300,Home,11600.00,6,Lima Sur
4173,Dell,XPS 13,Gamer,3200.00,19,Miraflores
4174,Lenovo,Yoga Slim 7,Oficina,14800.00,11,Lima Centro
4175,Acer,Aspire 5,Gamer,3600.00,8,Los Olivos
4176,Dell,XPS 13,Gamer,13400.00,27,San Borja
4177,MSI,Katana GF66,Gamer,3200.00,33,Lima Centro
4178,Acer,Nitro 5,EducaciÃ³n,3400.00,37,Lima Sur
4179,Dell,G15,EducaciÃ³n,7800.00,43,San Borja
4180,Lenovo,IdeaPad 3,Oficina,9800.00,16,Lima Centro
4181,MSI,Katana GF66,DiseÃ±o,6600.00,49,San Borja
4182,Dell,G15,Oficina,5800.00,15,Lima Centro
4183,HP,Envy 13,EducaciÃ³n,9800.00,20,La Molina
4184,Lenovo,ThinkPad E14,Gamer,2200.00,31,La Molina
4185,MSI,Katana GF66,Empresarial,12300.00,43,La Molina
4186,Dell,Inspiron 15,Oficina,7500.00,9,San Borja
4187,MSI,Modern 14,DiseÃ±o,7300.00,6,Lima Norte
4188,MSI,Modern 14,DiseÃ±o,15000.00,21,Lima Centro
4189,Acer,Aspire 5,Gamer,3300.00,43,Miraflores
4190,Apple,MacBook Air M2,Home,10600.00,4,Lima Norte
4191,Asus,VivoBook 15,Empresarial,2100.00,6,San Isidro
4192,MSI,GF63,DiseÃ±o,2500.00,43,Lima Centro
4193,MSI,GF63,Empresarial,3600.00,12,Miraflores
4194,Lenovo,Yoga Slim 7,Empresarial,2100.00,17,Surco
4195,Lenovo,ThinkPad E14,EducaciÃ³n,2300.00,7,San Isidro
4196,Dell,Inspiron 15,Oficina,4000.00,11,Lima Norte
4197,HP,Victus 16,DiseÃ±o,14600.00,41,Surco
4198,Apple,MacBook Air M1,Gamer,11200.00,24,San Borja
4199,Lenovo,Legion 5,Empresarial,3000.00,26,Lima Norte
4200,Lenovo,Legion 5,Home,13400.00,8,La Molina
4201,HP,Envy 13,Empresarial,7300.00,27,San Borja
4202,Lenovo,Legion 5,Oficina,14900.00,47,Lima Este
4203,Acer,Predator Helios 300,Home,14200.00,25,Miraflores
4204,Acer,Nitro 5,EducaciÃ³n,10500.00,32,Miraflores
4205,HP,Victus 16,Home,14300.00,42,Miraflores
4206,Asus,VivoBook 15,Gamer,6100.00,36,Los Olivos
4207,Lenovo,ThinkPad E14,DiseÃ±o,9200.00,46,Lima Este
4208,Lenovo,ThinkPad E14,DiseÃ±o,12500.00,22,La Molina
4209,MSI,Modern 14,DiseÃ±o,6600.00,23,Lima Norte
4210,Acer,Swift 3,DiseÃ±o,7100.00,49,Los Olivos
4211,Dell,XPS 13,Home,7500.00,34,Lima Sur
4212,Acer,Aspire 5,Gamer,13200.00,9,San Isidro
4213,HP,Victus 16,EducaciÃ³n,12900.00,23,La Molina
4214,Dell,Latitude 5420,Empresarial,6700.00,10,Lima Este
4215,Asus,ROG Strix G15,DiseÃ±o,11000.00,37,Miraflores
4216,Lenovo,ThinkPad E14,Gamer,12400.00,10,Lima Este
4217,Apple,MacBook Air M2,Oficina,7300.00,4,La Molina
4218,Lenovo,IdeaPad 3,Oficina,13300.00,48,Lima Norte
4219,Acer,Swift 3,Home,10000.00,28,Surco
4220,Dell,XPS 13,Home,13700.00,45,La Molina
4221,Apple,MacBook Air M2,Empresarial,6400.00,8,Lima Centro
4222,Apple,MacBook Pro 14,Oficina,11800.00,4,Lima Norte
4223,Acer,Nitro 5,EducaciÃ³n,4900.00,26,San Borja
4224,Asus,TUF F15,Home,10700.00,13,San Borja
4225,Asus,TUF F15,Home,9100.00,20,Lima Norte
4226,MSI,GF63,Home,2800.00,21,Surco
4227,Asus,TUF F15,Oficina,12100.00,40,Miraflores
4228,Dell,Latitude 5420,EducaciÃ³n,7300.00,47,Miraflores
4229,Acer,Nitro 5,Gamer,3400.00,20,La Molina
4230,HP,EliteBook 840,Oficina,4700.00,15,Lima Norte
4231,Acer,Aspire 5,Gamer,9500.00,23,Miraflores
4232,Lenovo,Legion 5,Gamer,6900.00,23,Lima Sur
4233,Acer,Nitro 5,Empresarial,8100.00,5,Los Olivos
4234,Acer,Nitro 5,DiseÃ±o,4000.00,9,Miraflores
4235,Asus,ZenBook 14,Empresarial,9700.00,7,Los Olivos
4236,Asus,TUF F15,Home,6000.00,17,Los Olivos
4237,Acer,Aspire 5,Gamer,11200.00,31,Lima Centro
4238,Lenovo,Legion 5,Home,10600.00,36,Lima Norte
4239,Lenovo,Yoga Slim 7,DiseÃ±o,11200.00,1,San Isidro
4240,Asus,VivoBook 15,EducaciÃ³n,9600.00,13,Surco
4241,Lenovo,ThinkPad E14,EducaciÃ³n,12000.00,26,San Borja
4242,Acer,Predator Helios 300,Home,4800.00,49,San Borja
4243,Asus,VivoBook 15,Gamer,3500.00,45,Lima Sur
4244,MSI,GF63,DiseÃ±o,9100.00,32,Miraflores
4245,Acer,Nitro 5,DiseÃ±o,10700.00,17,La Molina
4246,Apple,MacBook Air M1,Gamer,13100.00,2,Lima Este
4247,HP,Pavilion 15,Oficina,7200.00,30,Miraflores
4248,HP,Victus 16,DiseÃ±o,13700.00,14,Lima Sur
4249,HP,EliteBook 840,EducaciÃ³n,4700.00,34,Los Olivos
4250,Asus,ZenBook 14,Gamer,2600.00,14,San Borja
4251,Lenovo,IdeaPad 3,Gamer,3900.00,15,San Isidro
4252,Apple,MacBook Pro 14,Gamer,4200.00,26,Lima Sur
4253,Acer,Predator Helios 300,Empresarial,14600.00,41,La Molina
4254,Acer,Swift 3,DiseÃ±o,13700.00,6,Lima Sur
4255,HP,Victus 16,Empresarial,13700.00,35,San Isidro
4256,Apple,MacBook Air M2,DiseÃ±o,13200.00,38,San Isidro
4257,MSI,GF63,DiseÃ±o,10400.00,5,Miraflores
4258,Lenovo,Yoga Slim 7,Gamer,14200.00,47,Lima Norte
4259,Lenovo,Yoga Slim 7,Empresarial,5900.00,3,Surco
4260,Apple,MacBook Air M2,Home,5300.00,15,Lima Centro
4261,Dell,G15,Home,13200.00,36,Lima Centro
4262,HP,Victus 16,EducaciÃ³n,4300.00,8,Lima Centro
4263,Asus,ROG Strix G15,Oficina,2300.00,50,Lima Norte
4264,Acer,Predator Helios 300,Empresarial,9600.00,27,San Isidro
4265,Lenovo,ThinkPad E14,Gamer,3700.00,31,La Molina
4266,Acer,Aspire 5,Gamer,10400.00,21,San Borja
4267,HP,Envy 13,Empresarial,6200.00,42,Lima Sur
4268,HP,Victus 16,Gamer,2100.00,34,Lima Este
4269,Dell,Latitude 5420,EducaciÃ³n,12900.00,17,Lima Sur
4270,Lenovo,Legion 5,Oficina,6500.00,22,La Molina
4271,HP,Envy 13,Gamer,12200.00,1,Lima Este
4272,MSI,Modern 14,Empresarial,4700.00,11,San Isidro
4273,Apple,MacBook Air M2,Home,11900.00,5,San Isidro
4274,Dell,XPS 13,Oficina,7800.00,47,Surco
4275,Apple,MacBook Pro 14,Gamer,10600.00,15,Lima Centro
4276,HP,Pavilion 15,EducaciÃ³n,9300.00,21,Lima Este
4277,HP,EliteBook 840,Gamer,2200.00,33,Los Olivos
4278,HP,Victus 16,EducaciÃ³n,9700.00,50,Surco
4279,HP,Pavilion 15,Gamer,7000.00,43,Lima Este
4280,Acer,Swift 3,Gamer,8700.00,30,Miraflores
4281,Apple,MacBook Pro 14,Oficina,14300.00,41,Lima Este
4282,Asus,ROG Strix G15,DiseÃ±o,14400.00,46,La Molina
4283,Asus,TUF F15,Empresarial,8600.00,11,Lima Centro
4284,Dell,G15,Empresarial,11600.00,31,Miraflores
4285,Acer,Predator Helios 300,Home,13000.00,2,Los Olivos
4286,Lenovo,Yoga Slim 7,DiseÃ±o,10500.00,13,Miraflores
4287,Lenovo,IdeaPad 3,DiseÃ±o,4600.00,6,La Molina
4288,Apple,MacBook Pro 14,EducaciÃ³n,2100.00,2,Lima Este
4289,Acer,Nitro 5,Gamer,8000.00,16,La Molina
4290,Dell,Inspiron 15,Home,7100.00,19,Los Olivos
4291,Lenovo,Yoga Slim 7,Empresarial,10300.00,49,Miraflores
4292,HP,Envy 13,Oficina,3700.00,46,Surco
4293,MSI,Katana GF66,Home,9600.00,1,Lima Este
4294,Apple,MacBook Pro 14,DiseÃ±o,11800.00,40,San Borja
4295,Dell,XPS 13,Gamer,2400.00,48,Lima Este
4296,Apple,MacBook Air M2,Home,12300.00,31,Surco
4297,Acer,Swift 3,Gamer,10000.00,23,Lima Este
4298,HP,Pavilion 15,Empresarial,14800.00,49,Surco
4299,MSI,Katana GF66,EducaciÃ³n,13200.00,13,San Isidro
4300,Apple,MacBook Pro 14,Oficina,15000.00,48,San Borja
4301,Lenovo,IdeaPad 3,Empresarial,8600.00,27,San Borja
4302,HP,Pavilion 15,Oficina,13700.00,33,San Isidro
4303,Asus,TUF F15,Empresarial,9100.00,23,Miraflores
4304,Dell,Latitude 5420,Gamer,6200.00,17,La Molina
4305,Lenovo,Legion 5,Gamer,9000.00,26,Lima Centro
4306,Apple,MacBook Air M1,DiseÃ±o,15000.00,6,La Molina
4307,HP,Envy 13,Empresarial,13400.00,50,San Borja
4308,Dell,Latitude 5420,Empresarial,7800.00,5,Surco
4309,MSI,Katana GF66,Gamer,11000.00,34,San Isidro
4310,Apple,MacBook Air M2,Gamer,11400.00,5,Los Olivos
4311,MSI,Modern 14,Home,10100.00,45,San Borja
4312,Dell,G15,Home,10000.00,22,Lima Este
4313,Acer,Swift 3,DiseÃ±o,5100.00,29,San Isidro
4314,Asus,TUF F15,Home,6700.00,8,Lima Sur
4315,MSI,Modern 14,EducaciÃ³n,6900.00,19,Lima Centro
4316,Dell,G15,Home,4300.00,41,La Molina
4317,Acer,Nitro 5,Empresarial,14500.00,47,La Molina
4318,Acer,Nitro 5,Oficina,12700.00,50,Lima Norte
4319,MSI,GF63,EducaciÃ³n,10100.00,14,San Borja
4320,Asus,TUF F15,Gamer,8700.00,48,Lima Centro
4321,Asus,VivoBook 15,Home,11500.00,38,Lima Centro
4322,Acer,Aspire 5,Gamer,2700.00,49,Lima Centro
4323,HP,Envy 13,Empresarial,7700.00,7,San Isidro
4324,Acer,Nitro 5,Empresarial,13600.00,22,San Borja
4325,Lenovo,IdeaPad 3,Gamer,12100.00,19,La Molina
4326,Asus,ZenBook 14,Oficina,6500.00,40,San Isidro
4327,Asus,TUF F15,EducaciÃ³n,14600.00,10,San Isidro
4328,Lenovo,IdeaPad 3,EducaciÃ³n,13700.00,40,San Borja
4329,Apple,MacBook Pro 14,EducaciÃ³n,4000.00,44,Lima Centro
4330,Lenovo,Yoga Slim 7,Empresarial,4400.00,8,Surco
4331,Asus,VivoBook 15,Empresarial,2400.00,22,San Borja
4332,Lenovo,Legion 5,Empresarial,8500.00,49,Surco
4333,Acer,Swift 3,Home,5400.00,26,Miraflores
4334,Lenovo,Yoga Slim 7,EducaciÃ³n,5500.00,7,San Isidro
4335,HP,Victus 16,EducaciÃ³n,2200.00,1,Lima Este
4336,Dell,Latitude 5420,Gamer,13500.00,29,San Isidro
4337,Apple,MacBook Pro 14,Oficina,5400.00,31,Lima Este
4338,MSI,GF63,Gamer,6500.00,42,Surco
4339,Apple,MacBook Air M2,Gamer,2100.00,13,Lima Sur
4340,Apple,MacBook Pro 14,Empresarial,14900.00,5,San Isidro
4341,MSI,GF63,Empresarial,10800.00,16,Lima Sur
4342,Acer,Predator Helios 300,Gamer,6600.00,36,Lima Sur
4343,HP,Pavilion 15,EducaciÃ³n,9200.00,2,San Borja
4344,MSI,Modern 14,Oficina,14500.00,2,Lima Centro
4345,MSI,Katana GF66,Home,8900.00,43,Lima Centro
4346,HP,Victus 16,Home,6300.00,25,Lima Este
4347,Dell,Inspiron 15,Gamer,4800.00,16,Los Olivos
4348,HP,EliteBook 840,Empresarial,14700.00,36,San Isidro
4349,HP,Victus 16,Gamer,6200.00,29,Lima Centro
4350,Apple,MacBook Air M2,DiseÃ±o,10200.00,42,Los Olivos
4351,Lenovo,IdeaPad 3,Home,11100.00,37,Lima Norte
4352,Acer,Aspire 5,Oficina,5900.00,49,Lima Norte
4353,HP,EliteBook 840,Empresarial,8200.00,15,San Isidro
4354,HP,EliteBook 840,Home,14900.00,17,San Borja
4355,Apple,MacBook Air M2,EducaciÃ³n,13600.00,30,Surco
4356,Apple,MacBook Air M2,Oficina,2000.00,47,Lima Centro
4357,Acer,Predator Helios 300,DiseÃ±o,13200.00,35,Lima Norte
4358,MSI,GF63,Oficina,12100.00,35,Los Olivos
4359,Lenovo,ThinkPad E14,Home,10400.00,27,San Borja
4360,HP,Envy 13,EducaciÃ³n,6300.00,47,Los Olivos
4361,Lenovo,Legion 5,Gamer,4700.00,33,Surco
4362,MSI,Katana GF66,Oficina,11400.00,27,Lima Norte
4363,Dell,Inspiron 15,Oficina,11900.00,44,Lima Sur
4364,Lenovo,Yoga Slim 7,Empresarial,9600.00,41,Los Olivos
4365,HP,Pavilion 15,Empresarial,2700.00,22,Lima Norte
4366,Apple,MacBook Pro 14,Empresarial,8300.00,14,Lima Este
4367,Apple,MacBook Pro 14,Empresarial,14000.00,8,Lima Centro
4368,Asus,ZenBook 14,Home,3600.00,43,Lima Norte
4369,Dell,XPS 13,Home,4400.00,28,Surco
4370,Dell,XPS 13,Home,11700.00,36,Lima Sur
4371,Asus,TUF F15,DiseÃ±o,14200.00,19,Lima Centro
4372,Acer,Swift 3,Oficina,11200.00,3,Los Olivos
4373,MSI,GF63,Empresarial,8500.00,32,Miraflores
4374,HP,Pavilion 15,Gamer,8900.00,9,San Isidro
4375,Dell,G15,Gamer,9100.00,39,Surco
4376,HP,EliteBook 840,Empresarial,13200.00,22,Lima Este
4377,Acer,Predator Helios 300,Home,6900.00,15,Lima Norte
4378,Lenovo,Yoga Slim 7,Gamer,9300.00,15,San Borja
4379,Asus,ROG Strix G15,EducaciÃ³n,13400.00,22,Lima Centro
4380,HP,EliteBook 840,Gamer,8300.00,42,La Molina
4381,HP,Pavilion 15,Gamer,5500.00,45,Miraflores
4382,MSI,GF63,Home,13200.00,33,Los Olivos
4383,Apple,MacBook Pro 14,Empresarial,4200.00,46,San Borja
4384,Apple,MacBook Air M1,Home,11900.00,2,Miraflores
4385,Acer,Aspire 5,EducaciÃ³n,9600.00,9,Los Olivos
4386,MSI,Modern 14,Gamer,9600.00,12,Miraflores
4387,Dell,XPS 13,Empresarial,11500.00,18,Los Olivos
4388,Acer,Predator Helios 300,DiseÃ±o,7700.00,11,San Isidro
4389,Acer,Nitro 5,EducaciÃ³n,13500.00,21,San Borja
4390,MSI,GF63,EducaciÃ³n,5600.00,24,Lima Sur
4391,HP,Victus 16,Gamer,6100.00,13,Lima Sur
4392,Apple,MacBook Air M1,Oficina,4500.00,17,Lima Este
4393,HP,Pavilion 15,Empresarial,9000.00,34,La Molina
4394,Apple,MacBook Pro 14,DiseÃ±o,13000.00,35,Lima Sur
4395,Acer,Swift 3,EducaciÃ³n,14600.00,14,Lima Este
4396,Apple,MacBook Air M1,Gamer,13600.00,2,Los Olivos
4397,MSI,Katana GF66,EducaciÃ³n,14700.00,8,Lima Norte
4398,MSI,GF63,Empresarial,14300.00,36,Lima Este
4399,Dell,G15,Gamer,8000.00,32,Lima Norte
4400,Dell,XPS 13,Gamer,14200.00,47,La Molina
4401,HP,Envy 13,Home,8700.00,3,San Isidro
4402,Dell,Latitude 5420,DiseÃ±o,14000.00,17,Lima Sur
4403,Apple,MacBook Air M1,Oficina,6000.00,49,Lima Norte
4404,Dell,XPS 13,Oficina,5900.00,6,Lima Este
4405,Apple,MacBook Pro 14,Oficina,3100.00,36,Los Olivos
4406,Acer,Swift 3,Gamer,4800.00,7,Lima Norte
4407,HP,Victus 16,Gamer,4700.00,40,San Borja
4408,MSI,Katana GF66,EducaciÃ³n,13300.00,12,Miraflores
4409,Dell,Latitude 5420,Empresarial,6600.00,28,Lima Centro
4410,MSI,GF63,Oficina,5300.00,35,Los Olivos
4411,MSI,Katana GF66,DiseÃ±o,4800.00,20,La Molina
4412,Lenovo,IdeaPad 3,Empresarial,6100.00,48,San Borja
4413,Dell,Inspiron 15,Oficina,13100.00,28,Lima Centro
4414,Apple,MacBook Air M1,Gamer,2300.00,25,Lima Sur
4415,Acer,Nitro 5,Gamer,7600.00,36,Los Olivos
4416,MSI,GF63,DiseÃ±o,6400.00,38,Miraflores
4417,Acer,Nitro 5,Home,14100.00,45,Lima Sur
4418,HP,EliteBook 840,Oficina,7200.00,39,Surco
4419,MSI,Modern 14,EducaciÃ³n,5600.00,26,Surco
4420,MSI,Modern 14,DiseÃ±o,4400.00,22,Los Olivos
4421,Dell,Latitude 5420,Home,6300.00,28,Surco
4422,HP,Envy 13,DiseÃ±o,6500.00,21,San Borja
4423,Acer,Aspire 5,Oficina,8600.00,49,Miraflores
4424,Dell,G15,DiseÃ±o,3300.00,48,Miraflores
4425,HP,EliteBook 840,Gamer,5900.00,47,Surco
4426,HP,Victus 16,Gamer,11600.00,50,Los Olivos
4427,HP,Envy 13,Empresarial,7500.00,43,La Molina
4428,Apple,MacBook Air M2,DiseÃ±o,11200.00,5,Surco
4429,Asus,VivoBook 15,DiseÃ±o,12400.00,2,Lima Este
4430,Acer,Aspire 5,DiseÃ±o,8800.00,1,Los Olivos
4431,Apple,MacBook Air M2,Gamer,11400.00,7,Lima Norte
4432,Asus,ROG Strix G15,EducaciÃ³n,8900.00,18,San Isidro
4433,Dell,Latitude 5420,DiseÃ±o,6400.00,44,Lima Centro
4434,MSI,Modern 14,Oficina,7100.00,4,La Molina
4435,Asus,TUF F15,Empresarial,2600.00,50,Lima Centro
4436,Asus,TUF F15,Oficina,6400.00,34,Lima Centro
4437,MSI,Modern 14,EducaciÃ³n,9200.00,2,Los Olivos
4438,Acer,Predator Helios 300,DiseÃ±o,14900.00,34,Lima Este
4439,Asus,VivoBook 15,EducaciÃ³n,4600.00,19,San Isidro
4440,HP,Victus 16,Oficina,7500.00,36,Surco
4441,HP,Envy 13,DiseÃ±o,7600.00,8,Miraflores
4442,Acer,Nitro 5,DiseÃ±o,8000.00,20,Lima Centro
4443,Lenovo,ThinkPad E14,Home,6500.00,42,Lima Este
4444,MSI,GF63,Empresarial,3500.00,46,Los Olivos
4445,Acer,Swift 3,EducaciÃ³n,3100.00,14,Lima Sur
4446,Dell,G15,DiseÃ±o,10800.00,43,San Borja
4447,MSI,GF63,Gamer,13400.00,39,Lima Norte
4448,HP,EliteBook 840,DiseÃ±o,12800.00,13,Lima Centro
4449,Acer,Predator Helios 300,Home,3700.00,24,La Molina
4450,Dell,Latitude 5420,DiseÃ±o,7800.00,19,San Isidro
4451,Lenovo,ThinkPad E14,EducaciÃ³n,7300.00,39,Lima Sur
4452,Asus,ROG Strix G15,Empresarial,8600.00,38,Lima Norte
4453,Dell,Latitude 5420,Empresarial,14000.00,12,Lima Este
4454,HP,Envy 13,DiseÃ±o,8400.00,30,Lima Sur
4455,HP,Pavilion 15,DiseÃ±o,9500.00,40,San Isidro
4456,Asus,ROG Strix G15,EducaciÃ³n,14400.00,8,Lima Sur
4457,MSI,Katana GF66,Gamer,5200.00,39,San Borja
4458,Apple,MacBook Air M2,Empresarial,10600.00,48,Lima Centro
4459,HP,EliteBook 840,Home,14300.00,11,Lima Centro
4460,HP,EliteBook 840,Oficina,10600.00,39,Lima Centro
4461,HP,Envy 13,Gamer,9700.00,32,Miraflores
4462,Lenovo,IdeaPad 3,DiseÃ±o,8100.00,27,San Isidro
4463,Lenovo,Yoga Slim 7,Home,13900.00,7,San Isidro
4464,HP,Pavilion 15,Gamer,4600.00,17,Lima Este
4465,HP,EliteBook 840,Gamer,12200.00,34,San Borja
4466,Apple,MacBook Air M2,Gamer,9400.00,21,San Borja
4467,Apple,MacBook Air M1,Home,6100.00,12,Surco
4468,MSI,Katana GF66,Gamer,10500.00,32,Lima Este
4469,HP,Envy 13,Empresarial,7200.00,9,La Molina
4470,Lenovo,IdeaPad 3,DiseÃ±o,4800.00,33,Lima Centro
4471,HP,Pavilion 15,DiseÃ±o,6300.00,30,Lima Sur
4472,Apple,MacBook Pro 14,Oficina,11200.00,11,Los Olivos
4473,HP,Envy 13,Oficina,14900.00,31,Miraflores
4474,Asus,ROG Strix G15,Gamer,14400.00,42,Los Olivos
4475,Acer,Swift 3,Gamer,4600.00,39,Lima Sur
4476,Acer,Predator Helios 300,Empresarial,14800.00,32,San Borja
4477,Dell,Latitude 5420,Gamer,2900.00,30,San Borja
4478,Apple,MacBook Pro 14,EducaciÃ³n,13100.00,19,Miraflores
4479,Acer,Nitro 5,Oficina,7600.00,44,Lima Este
4480,Acer,Swift 3,Gamer,4200.00,5,Surco
4481,HP,Envy 13,Home,3500.00,6,Miraflores
4482,Asus,ZenBook 14,Oficina,6600.00,42,Surco
4483,HP,Victus 16,Gamer,11400.00,47,San Borja
4484,Lenovo,IdeaPad 3,Gamer,6500.00,8,Surco
4485,Dell,XPS 13,Oficina,7000.00,11,Miraflores
4486,Asus,VivoBook 15,Home,14700.00,35,La Molina
4487,Acer,Predator Helios 300,DiseÃ±o,6400.00,43,Lima Centro
4488,Apple,MacBook Air M2,Gamer,11300.00,36,San Borja
4489,Lenovo,Yoga Slim 7,Home,9500.00,32,La Molina
4490,Acer,Aspire 5,DiseÃ±o,2200.00,21,Lima Sur
4491,HP,Pavilion 15,Home,11600.00,34,San Borja
4492,Dell,Latitude 5420,Home,10700.00,28,Los Olivos
4493,Apple,MacBook Pro 14,EducaciÃ³n,9400.00,39,San Isidro
4494,Lenovo,Legion 5,Oficina,4500.00,27,Surco
4495,HP,Envy 13,DiseÃ±o,11800.00,16,Lima Centro
4496,Asus,VivoBook 15,Empresarial,5300.00,26,Surco
4497,MSI,GF63,DiseÃ±o,4700.00,48,Surco
4498,Acer,Swift 3,Home,14100.00,49,Surco
4499,Lenovo,Yoga Slim 7,Oficina,10400.00,22,San Borja
4500,Acer,Predator Helios 300,Oficina,12300.00,37,La Molina
4501,HP,EliteBook 840,Home,9500.00,32,San Borja
4502,Apple,MacBook Air M2,Empresarial,12300.00,26,Miraflores
4503,Lenovo,IdeaPad 3,Home,9900.00,14,Lima Este
4504,MSI,Modern 14,DiseÃ±o,5100.00,4,Lima Este
4505,Lenovo,IdeaPad 3,Home,14700.00,15,Los Olivos
4506,MSI,Modern 14,DiseÃ±o,11000.00,35,Lima Sur
4507,HP,EliteBook 840,Empresarial,7400.00,49,Miraflores
4508,Asus,VivoBook 15,Gamer,14800.00,5,San Borja
4509,Acer,Swift 3,Empresarial,2100.00,5,Lima Centro
4510,Acer,Predator Helios 300,EducaciÃ³n,6800.00,38,San Isidro
4511,Lenovo,ThinkPad E14,Empresarial,6000.00,44,San Borja
4512,HP,EliteBook 840,Empresarial,7100.00,44,Lima Centro
4513,MSI,Katana GF66,Home,2000.00,32,Lima Centro
4514,Acer,Predator Helios 300,DiseÃ±o,7100.00,26,Surco
4515,Lenovo,Yoga Slim 7,EducaciÃ³n,11300.00,40,Miraflores
4516,Dell,G15,Home,14000.00,6,San Borja
4517,HP,Pavilion 15,Home,12600.00,11,Lima Este
4518,Acer,Nitro 5,Home,12700.00,32,Lima Este
4519,Asus,TUF F15,EducaciÃ³n,13100.00,14,San Isidro
4520,Apple,MacBook Air M2,EducaciÃ³n,12000.00,18,Surco
4521,Dell,G15,EducaciÃ³n,3100.00,9,La Molina
4522,Asus,ZenBook 14,EducaciÃ³n,8300.00,46,Lima Norte
4523,HP,Pavilion 15,Gamer,7200.00,26,Los Olivos
4524,Lenovo,ThinkPad E14,Gamer,5100.00,5,Lima Norte
4525,Acer,Nitro 5,Empresarial,9100.00,9,Surco
4526,Acer,Predator Helios 300,Gamer,11500.00,40,Lima Centro
4527,Dell,XPS 13,EducaciÃ³n,9600.00,36,San Isidro
